,13
414,"[(0, 4), (1, 2), (1, 3), (1, 9), (2, 11), (3, 12), (4, 7), (4, 10), (5, 7), (5, 11), (6, 9), (6, 12), (8, 12)]"
415,"[(1, 2), (1, 4), (2, 6), (2, 10), (2, 12), (3, 6), (3, 7), (3, 8), (4, 5), (5, 7), (7, 9), (8, 12)]"
416,"[(1, 3), (1, 4), (1, 5), (1, 6), (3, 10), (4, 5), (4, 12), (5, 7), (6, 8), (7, 10), (8, 9)]"
417,"[(0, 3), (0, 4), (0, 7), (2, 4), (2, 6), (3, 5), (4, 12), (6, 8), (6, 10), (7, 9), (8, 12), (9, 11), (10, 11)]"
418,"[(0, 5), (0, 11), (1, 3), (1, 5), (1, 7), (2, 4), (2, 11), (3, 8), (4, 7), (5, 7), (5, 9), (8, 10), (9, 10), (11, 12)]"
419,"[(0, 7), (0, 8), (0, 10), (1, 5), (3, 7), (3, 9), (3, 12), (4, 6), (5, 6), (5, 11), (5, 12), (7, 8), (8, 12), (9, 11)]"
420,"[(0, 9), (0, 10), (2, 11), (3, 4), (3, 10), (4, 7), (5, 9), (6, 9), (7, 8), (10, 12)]"
421,"[(0, 1), (0, 2), (0, 3), (1, 5), (1, 8), (2, 7), (2, 8), (2, 12), (3, 4), (3, 7), (3, 9), (3, 11), (4, 6), (5, 10), (5, 11), (7, 10), (8, 9), (8, 10), (9, 12)]"
422,"[(0, 3), (0, 11), (1, 7), (1, 8), (2, 5), (2, 9), (2, 10), (3, 6), (3, 7), (4, 9), (4, 12), (5, 8), (5, 12), (6, 10), (7, 10), (8, 9), (9, 10), (11, 12)]"
423,"[(0, 3), (0, 9), (0, 11), (1, 2), (1, 7), (1, 10), (2, 6), (2, 11), (3, 10), (3, 11), (3, 12), (4, 11), (5, 8), (5, 11), (6, 9), (7, 11)]"
424,"[(0, 2), (0, 8), (1, 11), (3, 9), (4, 5), (4, 11), (4, 12), (5, 6), (5, 8), (5, 9), (6, 9), (6, 10), (9, 12)]"
425,"[(0, 4), (0, 9), (1, 7), (1, 8), (2, 5), (2, 6), (3, 12), (4, 11), (6, 7), (6, 11), (7, 12), (8, 10), (9, 10), (11, 12)]"
426,"[(0, 1), (0, 3), (0, 8), (0, 12), (1, 6), (2, 5), (2, 7), (2, 8), (3, 9), (5, 9), (6, 11), (7, 11), (10, 11)]"
427,"[(0, 4), (0, 7), (1, 4), (1, 6), (1, 9), (1, 11), (2, 7), (2, 8), (2, 9), (2, 12), (3, 6), (3, 9), (4, 8), (5, 7), (5, 12), (6, 7), (8, 12)]"
428,"[(0, 1), (0, 3), (1, 4), (1, 8), (2, 5), (2, 6), (2, 7), (2, 8), (3, 11), (4, 5), (7, 12), (9, 10), (11, 12)]"
429,"[(0, 4), (0, 6), (1, 5), (1, 6), (2, 9), (2, 12), (3, 9), (3, 11), (4, 5), (4, 12), (5, 9), (5, 12), (9, 10)]"
430,"[(0, 2), (0, 3), (1, 4), (1, 9), (3, 12), (4, 7), (4, 11), (5, 7), (6, 8), (6, 10), (7, 9), (9, 10)]"
431,"[(0, 6), (0, 8), (0, 9), (2, 3), (2, 6), (6, 7), (7, 8), (7, 11), (8, 10), (8, 12), (9, 11)]"
432,"[(0, 4), (0, 8), (1, 6), (2, 11), (3, 5), (3, 12), (4, 5), (5, 9), (6, 8), (6, 10), (7, 10), (7, 11), (8, 11), (10, 12)]"
433,"[(0, 8), (0, 12), (1, 11), (3, 9), (4, 6), (4, 7), (5, 9), (5, 10), (7, 9), (8, 9)]"
434,"[(0, 7), (0, 11), (1, 4), (2, 3), (2, 7), (2, 10), (3, 4), (3, 5), (3, 7), (3, 12), (4, 12), (6, 8), (6, 10), (7, 8), (9, 11), (9, 12)]"
435,"[(0, 3), (0, 9), (1, 2), (1, 6), (1, 10), (2, 7), (3, 10), (4, 6), (4, 10), (4, 11), (5, 11), (6, 8), (7, 8), (10, 12)]"
436,"[(1, 5), (1, 10), (2, 3), (2, 5), (3, 6), (6, 7), (7, 8), (8, 9), (8, 10)]"
437,"[(0, 2), (0, 6), (1, 9), (2, 5), (2, 10), (2, 11), (3, 9), (4, 5), (5, 7), (6, 12), (8, 10), (9, 11), (9, 12)]"
438,"[(0, 2), (0, 4), (0, 5), (0, 11), (1, 6), (2, 3), (3, 6), (5, 9), (7, 10), (8, 10), (8, 12), (10, 11)]"
439,"[(0, 2), (0, 10), (1, 3), (1, 6), (1, 12), (2, 4), (3, 7), (4, 8), (5, 6), (5, 7), (7, 11), (8, 11), (9, 11)]"
440,"[(0, 5), (1, 6), (2, 11), (4, 5), (4, 8), (4, 11), (5, 8), (7, 10), (7, 12), (8, 9), (9, 10), (11, 12)]"
441,"[(0, 2), (0, 10), (0, 11), (1, 6), (1, 7), (2, 4), (2, 12), (3, 9), (3, 11), (4, 6), (4, 11), (7, 9), (7, 10), (7, 12), (9, 10)]"
442,"[(0, 4), (1, 7), (2, 6), (3, 10), (3, 12), (4, 8), (4, 9), (6, 12), (7, 11), (8, 12), (9, 11), (11, 12)]"
443,"[(0, 3), (0, 6), (0, 9), (1, 11), (2, 4), (2, 12), (3, 11), (4, 5), (4, 8), (4, 11), (5, 9), (6, 8), (7, 9), (8, 10)]"
444,"[(0, 1), (0, 4), (2, 9), (2, 12), (3, 12), (4, 10), (5, 8), (5, 12), (6, 7), (9, 10), (9, 11)]"
445,"[(1, 4), (1, 6), (2, 6), (4, 10), (4, 12), (5, 8), (7, 9), (8, 12), (9, 10), (10, 12)]"
446,"[(0, 3), (0, 5), (0, 6), (1, 9), (1, 12), (2, 6), (2, 7), (2, 11), (3, 7), (3, 10), (4, 5), (4, 7), (4, 8), (4, 9), (4, 11), (5, 8), (5, 10), (6, 7), (6, 9), (7, 8), (8, 10)]"
447,"[(0, 2), (0, 5), (0, 9), (0, 12), (1, 2), (1, 6), (1, 7), (2, 7), (3, 4), (3, 5), (3, 6), (3, 10), (4, 6), (4, 8), (5, 12), (6, 9), (7, 10), (8, 11), (8, 12), (9, 10), (10, 11)]"
448,"[(0, 9), (0, 10), (0, 12), (1, 3), (1, 5), (1, 9), (1, 12), (2, 3), (2, 9), (2, 10), (3, 6), (3, 7), (4, 7), (4, 10), (5, 7), (5, 8), (6, 7), (6, 10), (6, 11), (6, 12), (8, 11), (9, 12)]"
449,"[(0, 2), (0, 3), (0, 8), (0, 10), (1, 6), (1, 8), (1, 9), (2, 4), (2, 8), (2, 10), (3, 9), (3, 12), (4, 5), (4, 7), (4, 12), (5, 6), (5, 12), (6, 7), (7, 9), (8, 12), (9, 10), (9, 11), (10, 11), (11, 12)]"
450,"[(0, 1), (0, 3), (0, 7), (0, 10), (1, 6), (1, 8), (1, 9), (2, 4), (2, 7), (2, 8), (2, 9), (2, 11), (3, 5), (3, 6), (3, 12), (4, 9), (4, 10), (4, 12), (5, 6), (5, 10), (5, 11), (6, 8), (7, 10), (7, 11), (9, 11), (9, 12), (10, 11)]"
451,"[(0, 1), (0, 9), (0, 12), (1, 4), (1, 6), (1, 11), (2, 3), (2, 4), (2, 11), (2, 12), (3, 10), (4, 7), (4, 9), (5, 6), (5, 9), (5, 10), (5, 11), (6, 7), (6, 8), (7, 10), (8, 9), (8, 12), (9, 10), (9, 11)]"
452,"[(0, 7), (0, 10), (0, 12), (1, 7), (1, 8), (1, 9), (1, 11), (2, 5), (2, 6), (2, 8), (3, 7), (3, 8), (3, 10), (4, 6), (4, 10), (4, 11), (5, 6), (5, 7), (5, 11), (6, 9), (8, 11), (9, 12), (10, 11), (11, 12)]"
453,"[(0, 9), (0, 11), (1, 6), (1, 8), (1, 10), (1, 11), (2, 3), (2, 9), (3, 4), (3, 7), (3, 8), (3, 12), (4, 6), (4, 12), (5, 7), (5, 8), (5, 11), (6, 8), (6, 9), (7, 8), (7, 10), (8, 9), (10, 12)]"
454,"[(0, 9), (0, 11), (1, 3), (1, 7), (1, 8), (2, 3), (2, 4), (2, 6), (2, 12), (3, 7), (4, 5), (4, 6), (4, 11), (4, 12), (5, 8), (5, 9), (5, 10), (6, 9), (6, 11), (7, 10), (7, 11), (7, 12), (8, 9), (8, 12)]"
455,"[(0, 1), (0, 2), (0, 4), (0, 5), (0, 9), (0, 11), (1, 2), (1, 3), (1, 8), (2, 5), (2, 10), (3, 6), (3, 11), (4, 8), (4, 9), (4, 12), (5, 11), (5, 12), (6, 9), (7, 8), (7, 9), (7, 10), (9, 12), (10, 12)]"
456,"[(0, 5), (0, 8), (1, 5), (1, 8), (1, 9), (1, 10), (1, 12), (2, 3), (2, 4), (2, 10), (3, 12), (4, 6), (4, 7), (5, 10), (5, 12), (6, 11), (6, 12), (7, 9), (7, 10), (8, 9), (8, 11), (9, 11)]"
457,"[(0, 1), (0, 4), (0, 7), (0, 11), (1, 3), (1, 9), (1, 10), (1, 11), (2, 3), (2, 5), (2, 7), (2, 8), (2, 11), (3, 4), (3, 6), (3, 11), (4, 12), (5, 6), (5, 10), (5, 11), (5, 12), (6, 10), (7, 9), (7, 10), (8, 9), (8, 12), (9, 10), (9, 12)]"
458,"[(0, 2), (0, 5), (0, 6), (0, 10), (1, 3), (1, 8), (1, 9), (2, 3), (2, 6), (2, 9), (3, 12), (4, 5), (4, 11), (5, 8), (5, 10), (6, 11), (7, 9), (7, 10), (7, 11), (7, 12), (8, 9), (9, 11), (11, 12)]"
459,"[(0, 1), (0, 5), (0, 7), (0, 10), (1, 3), (1, 4), (1, 6), (1, 11), (2, 5), (2, 6), (2, 9), (2, 10), (3, 4), (3, 10), (3, 12), (4, 5), (4, 11), (4, 12), (6, 9), (7, 10), (7, 11), (8, 12), (9, 11)]"
460,"[(0, 3), (0, 5), (0, 8), (0, 10), (1, 2), (1, 3), (1, 4), (1, 11), (2, 4), (2, 6), (2, 8), (3, 5), (3, 11), (4, 10), (4, 12), (5, 12), (6, 7), (6, 8), (6, 12), (7, 11), (8, 9), (9, 10), (9, 11)]"
461,"[(0, 1), (0, 6), (0, 12), (1, 4), (1, 8), (1, 12), (2, 4), (2, 10), (2, 11), (2, 12), (3, 5), (3, 7), (3, 10), (3, 12), (5, 8), (6, 7), (6, 9), (6, 11), (7, 10), (7, 11), (8, 9), (9, 11), (9, 12)]"
462,"[(0, 2), (0, 4), (0, 8), (0, 11), (0, 12), (1, 2), (1, 3), (1, 8), (1, 11), (2, 10), (3, 5), (3, 9), (4, 7), (4, 8), (4, 10), (4, 12), (5, 7), (5, 9), (5, 12), (6, 7), (6, 8), (6, 9), (8, 9), (9, 10), (11, 12)]"
463,"[(0, 1), (0, 5), (0, 7), (0, 9), (1, 2), (1, 3), (1, 4), (2, 6), (2, 8), (3, 9), (3, 11), (3, 12), (4, 5), (4, 10), (4, 11), (5, 10), (5, 11), (6, 7), (6, 9), (7, 10), (8, 10), (8, 12), (9, 11), (10, 12)]"
464,"[(0, 2), (0, 5), (0, 9), (0, 11), (1, 9), (2, 3), (2, 4), (2, 9), (3, 5), (3, 6), (3, 10), (4, 5), (4, 8), (5, 7), (5, 11), (6, 7), (6, 9), (6, 10), (7, 9), (7, 12), (8, 11), (8, 12), (9, 12), (10, 11), (10, 12)]"
465,"[(0, 11), (1, 10), (1, 11), (1, 12), (2, 8), (2, 9), (3, 4), (3, 9), (3, 11), (4, 7), (5, 6), (5, 7), (5, 11), (6, 8), (6, 9), (7, 12), (8, 10), (9, 12), (10, 11)]"
466,"[(0, 2), (0, 6), (0, 8), (0, 11), (1, 4), (1, 5), (1, 6), (1, 11), (2, 3), (2, 11), (2, 12), (3, 8), (3, 9), (4, 7), (4, 8), (4, 11), (5, 8), (5, 9), (5, 12), (6, 7), (6, 9), (7, 8), (7, 10), (9, 10), (9, 12)]"
467,"[(0, 6), (0, 8), (1, 3), (1, 6), (2, 4), (2, 7), (2, 10), (2, 11), (2, 12), (3, 4), (3, 5), (3, 9), (3, 10), (4, 5), (4, 8), (4, 12), (5, 7), (5, 10), (6, 7), (7, 9), (8, 11), (9, 11), (9, 12), (10, 11)]"
468,"[(0, 3), (0, 8), (0, 9), (0, 10), (1, 5), (1, 9), (1, 12), (2, 3), (2, 5), (2, 6), (2, 7), (3, 5), (3, 7), (3, 11), (4, 10), (4, 11), (4, 12), (5, 9), (6, 9), (6, 10), (7, 8), (7, 11), (8, 10), (8, 12), (9, 10), (9, 11)]"
469,"[(0, 1), (0, 2), (0, 12), (1, 4), (1, 8), (1, 10), (2, 4), (2, 11), (2, 12), (3, 7), (3, 11), (3, 12), (4, 5), (5, 9), (6, 10), (7, 10), (9, 11), (9, 12), (10, 12)]"
470,"[(0, 2), (0, 3), (0, 7), (0, 10), (1, 2), (1, 4), (1, 8), (1, 10), (2, 9), (3, 4), (3, 6), (4, 5), (4, 11), (5, 6), (5, 8), (5, 9), (5, 12), (6, 8), (7, 11), (7, 12), (8, 10)]"
471,"[(0, 1), (0, 5), (0, 6), (0, 11), (1, 2), (1, 3), (1, 9), (2, 5), (2, 8), (3, 4), (3, 5), (3, 8), (3, 10), (4, 7), (4, 8), (4, 9), (5, 7), (5, 10), (6, 7), (6, 9), (7, 9), (7, 12), (8, 11), (10, 11), (11, 12)]"
472,"[(0, 3), (0, 5), (0, 10), (1, 4), (1, 6), (1, 9), (1, 10), (2, 3), (2, 6), (2, 7), (2, 10), (2, 11), (2, 12), (3, 8), (4, 7), (4, 10), (4, 11), (5, 7), (5, 12), (6, 7), (8, 9), (9, 11), (11, 12)]"
473,"[(0, 6), (0, 7), (1, 4), (1, 8), (1, 10), (2, 7), (2, 10), (2, 11), (3, 5), (3, 6), (3, 9), (3, 11), (3, 12), (4, 5), (4, 9), (5, 10), (5, 11), (6, 8), (6, 9), (6, 10), (7, 10), (7, 12), (8, 12)]"
474,"[(0, 1), (0, 7), (0, 11), (1, 5), (1, 9), (2, 5), (2, 11), (3, 4), (3, 5), (3, 10), (4, 5), (4, 6), (4, 8), (4, 9), (6, 9), (6, 11), (7, 9), (7, 10), (7, 11), (7, 12), (8, 12), (10, 12)]"
475,"[(0, 1), (0, 4), (0, 6), (0, 10), (0, 12), (1, 3), (1, 11), (2, 3), (2, 4), (2, 5), (2, 9), (2, 10), (3, 4), (3, 8), (4, 6), (4, 7), (5, 9), (5, 12), (6, 8), (6, 9), (7, 9), (7, 11), (8, 11), (8, 12), (10, 11), (11, 12)]"
476,"[(0, 2), (0, 4), (0, 9), (0, 12), (1, 5), (1, 8), (1, 10), (2, 8), (3, 5), (3, 6), (3, 12), (4, 6), (4, 10), (5, 7), (5, 9), (6, 7), (6, 8), (6, 10), (7, 10), (7, 11), (9, 11), (9, 12)]"
477,"[(0, 10), (0, 12), (1, 2), (1, 3), (1, 9), (2, 7), (2, 10), (3, 6), (3, 11), (3, 12), (4, 5), (4, 6), (4, 8), (4, 9), (5, 7), (5, 12), (6, 7), (6, 8), (6, 9), (8, 11), (9, 12), (11, 12)]"
478,"[(0, 1), (0, 3), (0, 7), (0, 11), (0, 12), (1, 3), (1, 9), (2, 4), (2, 7), (2, 10), (3, 10), (4, 6), (4, 7), (4, 8), (4, 9), (5, 6), (5, 7), (5, 12), (6, 10), (7, 12), (8, 10), (8, 11), (9, 12)]"
479,"[(0, 9), (0, 10), (1, 2), (1, 8), (1, 12), (2, 3), (2, 7), (2, 11), (3, 6), (3, 8), (3, 9), (4, 5), (4, 12), (5, 6), (5, 8), (6, 9), (6, 11), (7, 10), (7, 11), (7, 12), (8, 9), (8, 12), (9, 12), (10, 12)]"
480,"[(0, 3), (0, 5), (0, 6), (0, 7), (0, 11), (1, 3), (1, 4), (1, 8), (2, 7), (2, 8), (2, 11), (3, 4), (3, 6), (3, 9), (4, 5), (4, 12), (5, 10), (5, 11), (6, 9), (6, 10), (7, 9), (7, 12), (8, 9)]"
481,"[(0, 1), (0, 2), (0, 6), (1, 3), (1, 4), (2, 10), (2, 12), (3, 6), (3, 8), (3, 10), (3, 12), (4, 5), (4, 10), (5, 8), (5, 11), (6, 7), (6, 9), (7, 8), (8, 12), (9, 10), (11, 12)]"
482,"[(0, 2), (0, 5), (0, 6), (0, 10), (1, 4), (1, 9), (1, 12), (2, 5), (2, 8), (2, 9), (3, 4), (3, 7), (3, 11), (4, 10), (4, 11), (5, 12), (6, 8), (6, 10), (6, 11), (7, 9), (8, 9), (8, 10), (8, 12)]"
483,"[(0, 1), (0, 4), (0, 8), (0, 9), (1, 3), (1, 6), (1, 7), (2, 3), (2, 5), (2, 8), (2, 12), (3, 10), (3, 11), (4, 5), (4, 6), (4, 9), (4, 11), (5, 6), (6, 7), (6, 8), (7, 9), (7, 12), (8, 9), (8, 12), (9, 10), (11, 12)]"
484,"[(0, 1), (0, 5), (0, 8), (1, 3), (1, 10), (1, 12), (2, 3), (2, 7), (2, 9), (3, 6), (3, 10), (4, 5), (4, 10), (4, 11), (5, 6), (5, 8), (5, 9), (7, 9), (7, 12), (8, 11), (9, 11), (11, 12)]"
485,"[(0, 6), (0, 8), (1, 6), (1, 10), (1, 11), (2, 5), (2, 7), (2, 10), (2, 11), (3, 5), (3, 8), (4, 5), (4, 7), (4, 9), (5, 11), (5, 12), (6, 9), (6, 12), (7, 11), (8, 10), (9, 12)]"
486,"[(0, 5), (0, 8), (0, 9), (0, 11), (1, 2), (1, 4), (1, 5), (1, 12), (2, 6), (2, 7), (3, 4), (3, 7), (3, 10), (4, 8), (6, 8), (6, 10), (6, 12), (7, 8), (7, 9), (9, 10), (9, 12), (11, 12)]"
487,"[(0, 2), (0, 8), (0, 11), (1, 4), (1, 5), (1, 6), (1, 8), (1, 10), (1, 11), (2, 7), (2, 9), (3, 6), (3, 9), (3, 10), (3, 11), (4, 5), (4, 6), (4, 9), (5, 7), (5, 12), (6, 11), (6, 12), (7, 12), (8, 10), (8, 11), (10, 12)]"
488,"[(0, 9), (0, 10), (0, 11), (1, 2), (1, 3), (1, 4), (1, 7), (1, 10), (2, 3), (2, 6), (2, 12), (3, 7), (3, 9), (4, 6), (4, 7), (4, 11), (5, 6), (5, 8), (5, 9), (5, 11), (6, 10), (6, 12), (7, 9), (7, 12), (8, 12)]"
489,"[(0, 2), (0, 4), (0, 12), (1, 3), (1, 7), (1, 8), (1, 9), (1, 10), (2, 3), (2, 8), (2, 11), (2, 12), (3, 5), (3, 6), (3, 11), (3, 12), (4, 9), (4, 11), (5, 6), (5, 7), (6, 10), (7, 9), (7, 12), (8, 9), (8, 10), (10, 11), (10, 12)]"
490,"[(0, 2), (0, 3), (0, 4), (1, 4), (1, 5), (1, 8), (1, 9), (2, 9), (2, 10), (2, 11), (3, 4), (3, 5), (3, 10), (4, 5), (4, 8), (4, 11), (5, 7), (6, 8), (6, 9), (6, 10), (7, 9), (7, 11), (7, 12), (9, 12), (10, 11), (10, 12)]"
491,"[(0, 8), (1, 2), (1, 3), (1, 6), (1, 11), (1, 12), (2, 8), (2, 11), (3, 5), (3, 12), (4, 6), (4, 7), (5, 6), (5, 8), (5, 10), (5, 11), (7, 8), (7, 10), (7, 11), (8, 9), (9, 10), (9, 12), (10, 11)]"
492,"[(0, 4), (0, 6), (0, 12), (1, 4), (1, 7), (1, 9), (1, 10), (2, 3), (2, 6), (2, 7), (2, 9), (3, 6), (3, 7), (3, 8), (3, 11), (4, 7), (5, 6), (5, 8), (5, 10), (7, 10), (8, 10), (9, 10), (9, 11), (10, 11), (11, 12)]"
493,"[(0, 1), (0, 5), (0, 9), (0, 11), (1, 2), (1, 7), (1, 8), (2, 3), (2, 4), (3, 5), (3, 6), (3, 12), (4, 7), (4, 12), (5, 6), (5, 9), (5, 12), (6, 8), (6, 10), (7, 8), (7, 11), (7, 12), (8, 10), (9, 10), (10, 11), (11, 12)]"
494,"[(0, 2), (0, 4), (0, 11), (1, 2), (1, 7), (1, 10), (1, 11), (2, 6), (2, 9), (3, 4), (3, 6), (3, 8), (3, 10), (3, 12), (4, 5), (5, 7), (5, 8), (5, 11), (5, 12), (6, 7), (6, 8), (7, 12), (8, 9), (8, 10), (9, 10), (11, 12)]"
495,"[(0, 6), (0, 8), (0, 9), (0, 11), (0, 12), (1, 2), (1, 7), (1, 8), (2, 6), (2, 11), (3, 7), (3, 8), (4, 5), (4, 12), (5, 6), (5, 10), (6, 11), (7, 10), (8, 11), (9, 10), (9, 12), (11, 12)]"
496,"[(0, 10), (0, 12), (1, 4), (1, 5), (1, 6), (2, 4), (2, 7), (2, 8), (3, 5), (3, 11), (4, 5), (4, 8), (4, 9), (4, 12), (5, 12), (6, 8), (6, 10), (6, 11), (8, 9), (9, 11), (9, 12), (10, 11)]"
497,"[(0, 1), (0, 5), (0, 8), (1, 2), (1, 5), (1, 9), (2, 4), (2, 11), (3, 4), (3, 5), (3, 6), (3, 11), (4, 6), (4, 11), (4, 12), (5, 6), (5, 9), (6, 8), (7, 8), (7, 9), (7, 10), (7, 12), (8, 10), (9, 12), (10, 11)]"
498,"[(0, 4), (0, 5), (0, 9), (1, 4), (1, 7), (1, 9), (1, 10), (2, 3), (2, 7), (2, 11), (3, 9), (3, 10), (3, 12), (4, 6), (5, 8), (5, 10), (6, 12), (7, 12), (8, 9), (8, 11), (9, 12), (11, 12)]"
499,"[(0, 5), (0, 11), (0, 12), (1, 2), (1, 4), (1, 10), (2, 7), (2, 9), (2, 12), (3, 9), (3, 12), (4, 7), (4, 11), (5, 6), (5, 8), (5, 12), (6, 10), (6, 11), (7, 12), (8, 9), (9, 10), (9, 11)]"
500,"[(0, 3), (0, 7), (0, 11), (1, 3), (1, 8), (2, 5), (2, 8), (2, 9), (3, 4), (3, 6), (3, 7), (3, 10), (4, 5), (4, 12), (5, 7), (5, 9), (8, 12), (9, 11), (9, 12)]"
501,"[(0, 3), (0, 6), (0, 11), (1, 2), (1, 6), (1, 7), (1, 9), (1, 11), (2, 4), (2, 6), (3, 4), (3, 8), (3, 9), (4, 5), (4, 12), (5, 6), (5, 9), (5, 11), (5, 12), (6, 8), (7, 9), (7, 10), (8, 9), (10, 11), (10, 12)]"
502,"[(0, 2), (0, 3), (0, 4), (0, 5), (0, 7), (0, 10), (1, 2), (1, 3), (1, 10), (2, 6), (2, 10), (3, 5), (3, 9), (4, 6), (4, 8), (5, 6), (5, 11), (6, 8), (7, 11), (7, 12), (8, 9), (8, 10), (9, 12), (10, 11)]"
503,"[(0, 2), (0, 6), (0, 12), (1, 4), (1, 6), (1, 10), (1, 11), (2, 8), (2, 9), (2, 11), (2, 12), (3, 4), (3, 6), (3, 7), (3, 9), (4, 5), (4, 8), (5, 8), (5, 10), (6, 7), (7, 8), (7, 12), (8, 9), (9, 11), (10, 12)]"
504,"[(0, 1), (0, 6), (0, 11), (1, 4), (1, 6), (2, 8), (2, 10), (2, 11), (2, 12), (3, 6), (3, 9), (3, 12), (4, 5), (4, 10), (5, 7), (5, 12), (6, 7), (6, 10), (7, 9), (7, 10), (8, 9), (9, 11), (10, 11)]"
505,"[(0, 4), (0, 9), (0, 11), (1, 4), (1, 6), (1, 8), (1, 12), (2, 3), (2, 4), (2, 5), (2, 10), (2, 11), (2, 12), (3, 8), (3, 9), (3, 10), (3, 11), (4, 10), (5, 6), (5, 7), (5, 8), (6, 10), (8, 9), (9, 12)]"
506,"[(0, 3), (0, 9), (0, 12), (1, 2), (1, 6), (1, 7), (2, 6), (2, 11), (3, 6), (3, 12), (4, 8), (4, 12), (5, 7), (5, 8), (5, 9), (5, 11), (6, 10), (7, 8), (7, 12), (9, 10), (9, 11), (10, 11)]"
507,"[(0, 7), (0, 8), (1, 4), (1, 10), (1, 11), (2, 3), (2, 5), (2, 9), (2, 12), (3, 6), (3, 8), (3, 12), (4, 8), (4, 11), (5, 6), (5, 11), (6, 9), (6, 10), (6, 11), (7, 9), (9, 10), (10, 12)]"
508,"[(0, 1), (0, 2), (0, 4), (0, 7), (0, 8), (0, 11), (1, 2), (1, 6), (2, 10), (2, 12), (3, 4), (3, 6), (3, 8), (3, 10), (4, 7), (4, 8), (4, 11), (5, 9), (5, 10), (5, 11), (6, 7), (7, 9), (8, 9), (8, 12), (9, 12), (10, 11)]"
509,"[(0, 4), (0, 6), (0, 8), (1, 2), (1, 4), (1, 10), (1, 11), (2, 5), (2, 8), (2, 9), (3, 4), (3, 7), (3, 12), (4, 5), (4, 12), (5, 9), (6, 7), (6, 8), (6, 9), (6, 10), (7, 8), (7, 10), (8, 11), (9, 12), (11, 12)]"
510,"[(0, 3), (0, 4), (0, 12), (1, 4), (1, 6), (1, 7), (1, 8), (2, 3), (2, 9), (2, 11), (3, 7), (4, 8), (4, 9), (5, 6), (5, 8), (5, 9), (5, 10), (6, 7), (6, 12), (7, 11), (8, 9), (8, 12), (10, 11), (10, 12), (11, 12)]"
511,"[(0, 1), (0, 6), (0, 7), (0, 9), (1, 6), (1, 10), (1, 12), (2, 3), (2, 4), (2, 7), (2, 10), (3, 6), (3, 9), (3, 10), (3, 11), (4, 6), (4, 12), (5, 6), (5, 8), (5, 9), (7, 9), (8, 10), (8, 12), (9, 10), (11, 12)]"
512,"[(0, 2), (0, 4), (0, 7), (0, 10), (1, 2), (1, 6), (1, 7), (1, 9), (2, 5), (2, 8), (3, 4), (3, 6), (3, 11), (4, 8), (4, 10), (5, 10), (5, 11), (6, 7), (6, 8), (6, 11), (7, 12), (8, 11), (8, 12), (9, 11), (9, 12)]"
513,"[(0, 1), (0, 2), (0, 8), (0, 10), (0, 11), (1, 4), (1, 6), (1, 10), (1, 12), (2, 3), (2, 10), (3, 5), (3, 8), (4, 5), (4, 7), (4, 11), (4, 12), (5, 7), (6, 8), (6, 9), (6, 11), (7, 10), (7, 12), (9, 11), (9, 12), (10, 12)]"
514,"[(0, 2), (0, 3), (0, 5), (0, 7), (0, 12), (1, 3), (1, 6), (2, 5), (2, 6), (2, 9), (2, 11), (2, 12), (3, 4), (3, 10), (4, 8), (4, 9), (4, 12), (5, 6), (5, 8), (7, 10), (7, 11), (7, 12), (8, 9), (8, 10), (9, 11), (10, 11)]"
515,"[(0, 8), (1, 5), (3, 5), (6, 8), (7, 9), (11, 12)]"
516,"[(0, 3), (0, 4), (0, 5), (1, 3), (1, 4), (1, 6), (1, 7), (2, 10), (3, 7), (3, 11), (4, 9), (5, 10), (5, 11), (7, 8), (9, 10)]"
517,"[(0, 7), (0, 11), (1, 6), (1, 12), (2, 6), (2, 9), (2, 10), (4, 9), (4, 11), (7, 8)]"
518,"[(0, 6), (0, 8), (1, 7), (3, 8), (3, 11), (3, 12), (5, 6), (7, 8), (7, 11), (8, 10), (9, 12)]"
519,"[(1, 2), (1, 5), (1, 10), (2, 4), (2, 11), (4, 8), (5, 9), (6, 11), (8, 12), (9, 12)]"
520,"[(0, 5), (0, 12), (2, 3), (2, 4), (3, 12), (4, 7), (6, 8)]"
521,"[(0, 5), (0, 9), (1, 9), (2, 4), (3, 5), (3, 9), (4, 9), (5, 7), (5, 10), (7, 12), (10, 11)]"
522,"[(0, 3), (0, 11), (2, 5), (2, 10), (3, 10), (4, 6), (4, 9), (6, 8), (8, 12), (10, 12)]"
523,"[(0, 2), (0, 4), (1, 3), (1, 10), (1, 11), (2, 5), (3, 4), (3, 8), (4, 12), (5, 10), (5, 11), (6, 8), (6, 11), (7, 9)]"
524,"[(1, 8), (1, 12), (2, 9), (3, 4), (3, 8), (4, 5), (4, 6), (4, 10), (5, 6), (5, 12), (6, 9), (8, 11), (9, 10), (10, 11)]"
525,"[(0, 1), (0, 2), (0, 6), (0, 10), (1, 5), (1, 8), (3, 5), (3, 6), (3, 9), (4, 9), (5, 6), (8, 10), (8, 12)]"
526,"[(0, 3), (0, 7), (0, 12), (1, 10), (1, 12), (3, 8), (5, 10), (8, 11)]"
527,"[(0, 1), (0, 8), (0, 9), (1, 2), (2, 3), (2, 7), (2, 11), (3, 4), (3, 9), (5, 8), (6, 8), (7, 9), (8, 10), (8, 12), (9, 12)]"
